File,Column,Minimum,Maximum
602_Charge12.csv,Power,0.0,12.568908215700002
602_Charge17.csv,Voltage,4.18495,4.19979
602_Charge17.csv,Current,0.0,0.18134
602_Charge17.csv,Temperature,-10.09522,23.87099
602_Charge17.csv,Capacity,0.0,0.01078
602_Charge17.csv,WhAccu,0.0,0.04527
602_Charge17.csv,Cnt,1.0,2.0
602_Charge17.csv,Power,0.0,0.7615899186
602_Mixed4.csv,Voltage,2.79453,4.2008
602_Mixed4.csv,Current,-11.99911,3.04961
602_Mixed4.csv,Temperature,-10.09522,-6.73015
602_Mixed4.csv,Capacity,-2.12034,-5e-05
602_Mixed4.csv,WhAccu,-7.04411,-0.00019
602_Mixed4.csv,Cnt,2.0,2.0
602_Mixed4.csv,Power,-41.3859552984,12.592686558600002
602_Mixed5.csv,Voltage,2.79689,4.20821
602_Mixed5.csv,Current,-11.99911,3.05727
602_Mixed5.csv,Temperature,-9.99006,-5.99404
602_Mixed5.csv,Capacity,-2.12033,-0.0
602_Mixed5.csv,WhAccu,-7.03522,-1e-05
602_Mixed5.csv,Cnt,3.0,3.0
602_Mixed5.csv,Power,-40.9217057472,12.5916670584
604_Charge10.csv,Voltage,3.49215,4.19995
604_Charge10.csv,Current,0.0,3.00108
604_Charge10.csv,Temperature,-10.09522,25.13289
604_Charge10.csv,Capacity,0.0,2.1239
604_Charge10.csv,WhAccu,0.0,8.4594
604_Charge10.csv,Cnt,2.0,3.0
604_Charge10.csv,Power,0.0,12.5830612773
604_Charge13.csv,Voltage,3.49198,4.19995
604_Charge13.csv,Current,0.0,3.00108
604_Charge13.csv,Temperature,-9.99006,25.13289
604_Charge13.csv,Capacity,0.0,2.12539
604_Charge13.csv,WhAccu,0.0,8.46513
604_Charge13.csv,Cnt,3.0,4.0
604_Charge13.csv,Power,0.0,12.5815620123
604_Charge14.csv,Voltage,3.49333,4.19995
604_Charge14.csv,Current,0.0,3.00108
604_Charge14.csv,Temperature,-10.09522,25.13289
604_Charge14.csv,Capacity,0.0,2.12087
604_Charge14.csv,WhAccu,0.0,8.44804
604_Charge14.csv,Cnt,4.0,5.0
604_Charge14.csv,Power,0.0,12.588128793000001
604_Charge15.csv,Voltage,3.48945,4.19995
604_Charge15.csv,Current,0.0,3.00108
604_Charge15.csv,Temperature,-9.8849,25.44836
604_Charge15.csv,Capacity,0.0,2.12804
604_Charge15.csv,WhAccu,0.0,8.47339
604_Charge15.csv,Cnt,5.0,6.0
604_Charge15.csv,Power,0.0,12.5795230119
604_Charge16.csv,Voltage,4.06207,4.19995
604_Charge16.csv,Current,0.0,2.99853
604_Charge16.csv,Temperature,-10.09522,24.6071
604_Charge16.csv,Capacity,0.0,0.34153
604_Charge16.csv,WhAccu,0.0,1.43306
604_Charge16.csv,Cnt,6.0,7.0
604_Charge16.csv,Power,0.0,12.5588031696
604_Charge17.csv,Voltage,4.14348,4.19995
604_Charge17.csv,Current,0.0,0.75602
604_Charge17.csv,Temperature,-10.09522,25.55352
604_Charge17.csv,Capacity,0.0,0.05846
604_Charge17.csv,WhAccu,0.0,0.24553
604_Charge17.csv,Cnt,1.0,2.0
604_Charge17.csv,Power,0.0,3.1752461990000005
604_Charge9.csv,Voltage,3.45372,4.19995
604_Charge9.csv,Current,0.0,3.00108
604_Charge9.csv,Temperature,-10.09522,25.44836
604_Charge9.csv,Capacity,0.0,2.22331
604_Charge9.csv,WhAccu,0.0,8.82256
604_Charge9.csv,Cnt,1.0,2.0
604_Charge9.csv,Power,0.0,12.5830612773
604_Mixed3.csv,Voltage,2.79285,4.20046
604_Mixed3.csv,Current,-11.99911,3.05472
604_Mixed3.csv,Temperature,-10.09522,-6.41467
604_Mixed3.csv,Capacity,-2.1086,-0.0
604_Mixed3.csv,WhAccu,-6.9906,-0.0
604_Mixed3.csv,Cnt,2.0,2.0
604_Mixed3.csv,Power,-42.4858769644,12.592686558600002
604_Mixed6.csv,Voltage,2.79066,4.20585
604_Mixed6.csv,Current,-12.12937,3.05472
604_Mixed6.csv,Temperature,-9.8849,-5.67856
604_Mixed6.csv,Capacity,-2.1086,-0.0
604_Mixed6.csv,WhAccu,-6.93365,-0.0
604_Mixed6.csv,Cnt,3.0,3.0
604_Mixed6.csv,Power,-42.020704551,12.592686558600002
604_Mixed7.csv,Voltage,2.79319,4.19995
604_Mixed7.csv,Current,-11.99911,3.02152
604_Mixed7.csv,Temperature,-10.09522,-5.15277
604_Mixed7.csv,Capacity,-2.10859,-0.0
604_Mixed7.csv,WhAccu,-6.93687,0.0
604_Mixed7.csv,Cnt,4.0,4.0
604_Mixed7.csv,Power,-40.3131761834,12.533525561700001
604_Mixed8.csv,Voltage,2.79504,4.21394
604_Mixed8.csv,Current,-11.99911,3.04961
604_Mixed8.csv,Temperature,-9.8849,-5.04761
604_Mixed8.csv,Capacity,-2.1086,-4e-05
604_Mixed8.csv,WhAccu,-6.98359,-0.00016
604_Mixed8.csv,Cnt,5.0,5.0
604_Mixed8.csv,Power,-39.00445620479999,12.5886385431
604_PausCycl.csv,Voltage,3.36645,4.21057
604_PausCycl.csv,Current,-8.11945,2.90403
604_PausCycl.csv,Temperature,-9.99006,-8.83332
604_PausCycl.csv,Capacity,-0.33296,-0.0
604_PausCycl.csv,WhAccu,-1.23147,0.0
604_PausCycl.csv,Cnt,6.0,6.0
604_PausCycl.csv,Power,-27.359842630200003,12.1732871958
607_C20DisCh.csv,Voltage,2.79993,4.20012
607_C20DisCh.csv,Current,-0.15325,0.15069
607_C20DisCh.csv,Temperature,-22.50393,-14.51188
607_C20DisCh.csv,Capacity,-2.49482,-0.00253
607_C20DisCh.csv,WhAccu,-9.17834,0.25855
607_C20DisCh.csv,Cnt,46.0,46.0
607_C20DisCh.csv,Power,-0.624453905,0.6325860717
607_Dis_0p5C.csv,Voltage,2.79993,4.19995
607_Dis_0p5C.csv,Current,-1.49925,3.00108
607_Dis_0p5C.csv,Temperature,-21.45234,25.55352
607_Dis_0p5C.csv,Capacity,-2.05028,2.13286
607_Dis_0p5C.csv,WhAccu,-6.4542,8.49556
607_Dis_0p5C.csv,Cnt,47.0,48.0
607_Dis_0p5C.csv,Power,-5.5409581349999995,12.577004246700001
607_Dis_2C.csv,Voltage,2.79993,4.19995
607_Dis_2C.csv,Current,-5.99956,2.99853
607_Dis_2C.csv,Temperature,-19.87496,24.81741
607_Dis_2C.csv,Capacity,-1.31989,1.32734
607_Dis_2C.csv,WhAccu,-4.20239,5.43826
607_Dis_2C.csv,Cnt,49.0,51.0
607_Dis_2C.csv,Power,-20.3914245192,12.5396125776
607_HPPC.csv,Voltage,2.79993,4.20012
607_HPPC.csv,Current,-5.99956,3.00108
607_HPPC.csv,Temperature,-21.34718,26.18447
607_HPPC.csv,Capacity,-2.31347,2.33044
607_HPPC.csv,WhAccu,-8.01025,9.21065
607_HPPC.csv,Cnt,45.0,46.0
607_HPPC.csv,Power,-22.2097111684,12.582581512500001
610_Cap_1C.csv,Voltage,2.79993,4.1895
610_Cap_1C.csv,Current,-3.00106,0.0
610_Cap_1C.csv,Temperature,-19.98012,-15.35315
610_Cap_1C.csv,Capacity,-1.67134,0.0
610_Cap_1C.csv,WhAccu,-5.4512,0.0
610_Cap_1C.csv,Cnt,1.0,1.0
610_Cap_1C.csv,Power,-10.6032251496,0.0
610_Charge1.csv,Voltage,4.18563,4.19979
610_Charge1.csv,Current,0.0,0.17368
610_Charge1.csv,Temperature,-19.87496,24.6071
610_Charge1.csv,Capacity,0.0,0.01027
610_Charge1.csv,WhAccu,0.0,0.04312
610_Charge1.csv,Cnt,1.0,2.0
610_Charge1.csv,Power,0.0,0.7294195272
610_Charge2.csv,Voltage,3.56817,4.19995
610_Charge2.csv,Current,0.0,3.00108
610_Charge2.csv,Temperature,-19.87496,25.13289
610_Charge2.csv,Capacity,0.0,1.67197
610_Charge2.csv,WhAccu,0.0,6.76835
610_Charge2.csv,Cnt,1.0,2.0
610_Charge2.csv,Power,0.0,12.5668992006
610_Charge3.csv,Voltage,3.59801,4.19995
610_Charge3.csv,Current,0.0,3.00108
610_Charge3.csv,Temperature,-20.2956,25.02773
610_Charge3.csv,Capacity,0.0,1.60126
610_Charge3.csv,WhAccu,0.0,6.49706
610_Charge3.csv,Cnt,2.0,3.0
610_Charge3.csv,Power,0.0,12.590647558200002
610_Charge4.csv,Voltage,3.58823,4.19995
610_Charge4.csv,Current,0.0,3.00108
610_Charge4.csv,Temperature,-19.98012,24.92257
610_Charge4.csv,Capacity,0.0,1.59608
610_Charge4.csv,WhAccu,0.0,6.47711
610_Charge4.csv,Cnt,3.0,4.0
610_Charge4.csv,Power,0.0,12.5386322832
610_Charge5.csv,Voltage,3.59245,4.19995
610_Charge5.csv,Current,0.0,2.99853
610_Charge5.csv,Temperature,-20.08528,25.23805
610_Charge5.csv,Capacity,0.0,1.60091
610_Charge5.csv,WhAccu,0.0,6.49569
610_Charge5.csv,Cnt,4.0,5.0
610_Charge5.csv,Power,0.0,12.591157308300001
610_Charge6.csv,Voltage,3.58823,4.19995
610_Charge6.csv,Current,0.0,2.99853
610_Charge6.csv,Temperature,-20.08528,24.92257
610_Charge6.csv,Capacity,0.0,1.60185
610_Charge6.csv,WhAccu,0.0,6.49969
610_Charge6.csv,Cnt,5.0,6.0
610_Charge6.csv,Power,0.0,12.591157308300001
610_Charge7.csv,Voltage,3.59177,4.19995
610_Charge7.csv,Current,0.0,3.00108
610_Charge7.csv,Temperature,-20.61107,25.02773
610_Charge7.csv,Capacity,0.0,1.59822
610_Charge7.csv,WhAccu,0.0,6.48574
610_Charge7.csv,Cnt,6.0,7.0
610_Charge7.csv,Power,0.0,12.526958781
610_Charge8.csv,Voltage,3.58806,4.19995
610_Charge8.csv,Current,0.0,2.99853
610_Charge8.csv,Temperature,-19.98012,25.23805
610_Charge8.csv,Capacity,0.0,1.59778
610_Charge8.csv,WhAccu,0.0,6.48415
610_Charge8.csv,Cnt,7.0,8.0
610_Charge8.csv,Power,0.0,12.527468531100002
610_HWFET.csv,Voltage,2.79909,4.20046
610_HWFET.csv,Current,-5.99956,1.49926
610_HWFET.csv,Temperature,-19.98012,-16.40473
610_HWFET.csv,Capacity,-1.58779,-0.0
610_HWFET.csv,WhAccu,-5.22932,-0.0
610_HWFET.csv,Cnt,3.0,3.0
610_HWFET.csv,Power,-19.8529251914,6.278548778999999
610_LA92.csv,Voltage,2.79959,4.20046
610_LA92.csv,Current,-5.99956,1.57844
610_LA92.csv,Temperature,-19.98012,-16.93052
610_LA92.csv,Capacity,-1.58789,-0.0
610_LA92.csv,WhAccu,-5.06918,-0.0
610_LA92.csv,Cnt,4.0,4.0
610_LA92.csv,Power,-20.754457894799998,6.2953027844000005
610_Mixed1.csv,Voltage,2.79487,4.20147
610_Mixed1.csv,Current,-6.22176,1.57844
610_Mixed1.csv,Temperature,-19.98012,-15.24799
610_Mixed1.csv,Capacity,-1.58788,-0.0
610_Mixed1.csv,WhAccu,-5.12844,-0.0
610_Mixed1.csv,Cnt,6.0,6.0
610_Mixed1.csv,Power,-21.487470335999998,6.201094036500001
610_Mixed2.csv,Voltage,2.79791,4.20147
610_Mixed2.csv,Current,-6.27795,1.50437
610_Mixed2.csv,Temperature,-19.87496,-14.61704
610_Mixed2.csv,Capacity,-1.5878,-0.0
610_Mixed2.csv,WhAccu,-5.10187,-0.0
610_Mixed2.csv,Cnt,7.0,7.0
610_Mixed2.csv,Power,-20.393162173599997,6.2848499281
610_UDDS.csv,Voltage,2.79925,4.20164
610_UDDS.csv,Current,-5.99956,1.49926
610_UDDS.csv,Temperature,-20.08528,-17.98211
610_UDDS.csv,Capacity,-1.58785,-0.0
610_UDDS.csv,WhAccu,-5.2501,-0.0
610_UDDS.csv,Cnt,2.0,2.0
610_UDDS.csv,Power,-20.175467219999998,6.285613250200001
610_US06.csv,Voltage,2.78796,4.20147
610_US06.csv,Current,-6.25497,1.57589
610_US06.csv,Temperature,-19.87496,-14.61704
610_US06.csv,Capacity,-1.58779,-0.0
610_US06.csv,WhAccu,-4.98225,-0.0
610_US06.csv,Cnt,5.0,5.0
610_US06.csv,Power,-21.6319914267,6.279042693299999
611_Cap_1C.csv,Voltage,2.79993,4.1895
611_Cap_1C.csv,Current,-3.00106,0.0
611_Cap_1C.csv,Temperature,-20.19044,-15.56346
611_Cap_1C.csv,Capacity,-1.61717,0.0
611_Cap_1C.csv,WhAccu,-5.27139,0.0
611_Cap_1C.csv,Cnt,1.0,1.0
611_Cap_1C.csv,Power,-10.572884432999999,0.0
611_Charge10.csv,Voltage,3.60981,4.19995
611_Charge10.csv,Current,0.0,3.00108
611_Charge10.csv,Temperature,-19.87496,24.92257
611_Charge10.csv,Capacity,0.0,1.54634
611_Charge10.csv,WhAccu,0.0,6.28661
611_Charge10.csv,Cnt,2.0,3.0
611_Charge10.csv,Power,0.0,12.526958781
611_Charge11.csv,Voltage,3.60273,4.19995
611_Charge11.csv,Current,0.0,2.99853
611_Charge11.csv,Temperature,-19.98012,25.02773
611_Charge11.csv,Capacity,0.0,1.54723
611_Charge11.csv,WhAccu,0.0,6.29006
611_Charge11.csv,Cnt,3.0,4.0
611_Charge11.csv,Power,0.0,12.526958781
611_Charge12.csv,Voltage,3.60627,4.19995
611_Charge12.csv,Current,0.0,3.00108
611_Charge12.csv,Temperature,-20.08528,24.92257
611_Charge12.csv,Capacity,0.0,1.5504
611_Charge12.csv,WhAccu,0.0,6.30263
611_Charge12.csv,Cnt,4.0,5.0
611_Charge12.csv,Power,0.0,12.572214329000001
611_Charge13.csv,Voltage,3.60357,4.19995
611_Charge13.csv,Current,0.0,3.00108
611_Charge13.csv,Temperature,-20.08528,24.92257
611_Charge13.csv,Capacity,0.0,1.54753
611_Charge13.csv,WhAccu,0.0,6.29155
611_Charge13.csv,Cnt,5.0,6.0
611_Charge13.csv,Power,0.0,12.527468531100002
611_Charge14.csv,Voltage,3.60526,4.19995
611_Charge14.csv,Current,0.0,3.00108
611_Charge14.csv,Temperature,-19.98012,24.92257
611_Charge14.csv,Capacity,0.0,1.54633
611_Charge14.csv,WhAccu,0.0,6.28699
611_Charge14.csv,Cnt,6.0,7.0
611_Charge14.csv,Power,0.0,12.529507531500002
611_Charge15.csv,Voltage,3.60138,4.19995
611_Charge15.csv,Current,0.0,2.99853
611_Charge15.csv,Temperature,-20.08528,25.44836
611_Charge15.csv,Capacity,0.0,1.54836
611_Charge15.csv,WhAccu,0.0,6.29479
611_Charge15.csv,Cnt,7.0,8.0
611_Charge15.csv,Power,0.0,12.5264490309
611_Charge17.csv,Voltage,4.18563,4.19979
611_Charge17.csv,Current,0.0,0.17368
611_Charge17.csv,Temperature,-20.19044,24.50194
611_Charge17.csv,Capacity,0.0,0.01026
611_Charge17.csv,WhAccu,0.0,0.04308
611_Charge17.csv,Cnt,1.0,2.0
611_Charge17.csv,Power,0.0,0.7294195272
611_Charge9.csv,Voltage,3.5793,4.19995
611_Charge9.csv,Current,0.0,3.00108
611_Charge9.csv,Temperature,-19.98012,24.92257
611_Charge9.csv,Capacity,0.0,1.61768
611_Charge9.csv,WhAccu,0.0,6.56118
611_Charge9.csv,Cnt,1.0,2.0
611_Charge9.csv,Power,0.0,12.5724464811
611_Mixed3.csv,Voltage,2.79942,4.20046
611_Mixed3.csv,Current,-6.23709,1.59888
611_Mixed3.csv,Temperature,-20.19044,-15.77378
611_Mixed3.csv,Capacity,-1.5364,-0.0
611_Mixed3.csv,WhAccu,-4.95963,-0.0
611_Mixed3.csv,Cnt,2.0,2.0
611_Mixed3.csv,Power,-22.3614645516,6.1551749737
611_Mixed4.csv,Voltage,2.79959,4.20097
611_Mixed4.csv,Current,-6.00211,1.55801
611_Mixed4.csv,Temperature,-19.98012,-15.77378
611_Mixed4.csv,Capacity,-1.53638,-5e-05
611_Mixed4.csv,WhAccu,-4.93601,-0.0002
611_Mixed4.csv,Cnt,3.0,3.0
611_Mixed4.csv,Power,-21.5048398768,6.2958125328
611_Mixed5.csv,Voltage,2.79976,4.20113
611_Mixed5.csv,Current,-6.00211,1.51459
611_Mixed5.csv,Temperature,-20.08528,-14.93251
611_Mixed5.csv,Capacity,-1.53642,-0.0
611_Mixed5.csv,WhAccu,-4.96489,-0.0
611_Mixed5.csv,Cnt,4.0,4.0
611_Mixed5.csv,Power,-20.7754034485,6.2942982802000005
611_Mixed6.csv,Voltage,2.78897,4.2013
611_Mixed6.csv,Current,-6.01488,1.60398
611_Mixed6.csv,Temperature,-19.98012,-15.9841
611_Mixed6.csv,Capacity,-1.5364,-0.0
611_Mixed6.csv,WhAccu,-4.96002,-0.0
611_Mixed6.csv,Cnt,5.0,5.0
611_Mixed6.csv,Power,-22.083932664,6.3286474482
611_Mixed7.csv,Voltage,2.79942,4.19962
611_Mixed7.csv,Current,-6.0251,1.52736
611_Mixed7.csv,Temperature,-20.08528,-15.9841
611_Mixed7.csv,Capacity,-1.53631,-0.0
611_Mixed7.csv,WhAccu,-4.94373,-0.0
611_Mixed7.csv,Cnt,6.0,6.0
611_Mixed7.csv,Power,-22.414938526,6.2649137509
611_Mixed8.csv,Voltage,2.79487,4.20046
611_Mixed8.csv,Current,-6.12215,1.58866
611_Mixed8.csv,Temperature,-19.98012,-15.66862
611_Mixed8.csv,Capacity,-1.53638,-4e-05
611_Mixed8.csv,WhAccu,-4.93227,-0.00015
611_Mixed8.csv,Cnt,7.0,7.0
611_Mixed8.csv,Power,-20.7291997472,6.327918738799999
611_PausCycl.csv,Voltage,3.13772,4.20147
611_PausCycl.csv,Current,-5.99956,1.49671
611_PausCycl.csv,Temperature,-20.08528,-18.19243
611_PausCycl.csv,Capacity,-0.2426,-0.0
611_PausCycl.csv,WhAccu,-0.84484,-0.0
611_PausCycl.csv,Cnt,8.0,8.0
611_PausCycl.csv,Power,-19.8010683072,6.2649137509
